review,rating,date,bank,source
"It's a great app. I've been using this app since the bank launched it. As a long-term user, I would like to point out things that need to be improved. 1. Deleting money transfer history should be the user's choice. 2. There should be an option to download an in-depth transfer history for each transfer activity , just as there is posiblity to download a single time transfer recit. Do that and get 5 star.",3,2022-03-18,CBE,Google Play
Tell us more,5,2022-03-18,CBE,Google Play
Useless up for payment purpose,1,2022-03-18,CBE,Google Play
Easy to use v good,5,2022-03-18,CBE,Google Play
"Its amazing app , i like it specifically updated version is to smart . WOW CBE. But users have to Login without of goingto Bank after first registration . In this app If User was change His phone or uninstall app Hi have to go bank to use again, this is not good :: if this problem was fixed This app wasn't Any - comments. This is my feedback Thanks",5,2022-03-18,CBE,Google Play
It is very useful app that easer to use,5,2022-03-17,CBE,Google Play
Fetching transactions is very slow and makes the whole app stacked.,3,2022-03-16,CBE,Google Play
Easy to use. I love it !,5,2022-03-15,CBE,Google Play
It would be more help full if you can login with two of your accounts,3,2022-03-15,CBE,Google Play
It is easy and safe application,5,2022-03-11,CBE,Google Play
Deducting 2times the same order starting from march7and 8 it is difficult to use mobile banking,2,2022-03-11,CBE,Google Play
I am interested in the application.,5,2022-03-10,CBE,Google Play
I am comfertable with the sevice upto this time. But wish the service be applicable without internet connection. If this is possible more custemers benifits.,4,2022-03-10,CBE,Google Play
is the best,1,2022-03-10,CBE,Google Play
🙄🙄🙄,5,2022-03-09,CBE,Google Play
"I can;t see my account, I can;t send it, it;s just a search, it doesn;t open",1,2022-03-09,CBE,Google Play
easy for life,5,2022-03-08,CBE,Google Play
Wow makes my Business Smarter and Faster. Thank you for Details.,5,2022-03-08,CBE,Google Play
"1. Withdrawal messages are not received regularly 2. Apps need to be more friendly use in terms of operation, 3. Apps lack some advanced security features, Additional comment: 4. Now that we are using modern technology, requirements for Bank Book should fade away with time. Some Branch offices do not entertain customers w/out Bank Book. Thanks and best regards",3,2022-03-08,CBE,Google Play
Great App!,5,2022-03-08,CBE,Google Play
Very convenient,5,2022-03-07,CBE,Google Play
"Please improve your transferring systems , ??👍",4,2022-03-07,CBE,Google Play
I'm satisfied,5,2022-03-06,CBE,Google Play
I like z app so much,4,2022-03-06,CBE,Google Play
Some time the connection is busy Plz try to solve only these,1,2022-03-05,CBE,Google Play
This doesnt even deserve any star. I havent seen any thing like it. Not only that but also the ones working in the bank dont even have a clue what to do about it. They got confused like me and ask me questions that they have to answer wow so much incomptency i have seen today. Wow,1,2022-03-05,CBE,Google Play
"Terrible! I had to use it to pay for my service at Document Authentication & Registration office. I hit confirm it says try again & I hit confirm again & it ends up sending the money twice. Then I had to write a letter to the office to get my money back & it is been more than 2 weeks but I didn't get my money back yet. I talked the issue to my branch they said you are lucky the issue is with a gov't office, they would do their accounting and return your money, but there is nothing they can do.",1,2022-03-05,CBE,Google Play
How can i get akey word of this app.?,5,2022-03-04,CBE,Google Play
Nac,5,2022-03-04,CBE,Google Play
Nice appa,5,2022-03-03,CBE,Google Play
This app made simple my life.,5,2022-03-03,CBE,Google Play
Does not work,1,2022-03-03,CBE,Google Play
Make life easy,5,2022-03-02,CBE,Google Play
"It is good service, but the service charge is not fair. I prefer to get the service in physical or ATM unless otherwise diffulty case happened.",2,2022-03-02,CBE,Google Play
"Its hard to trust this application coz while transfering money it transfers two times to the same account after only one transfer click and sometimes it says error but it actualy have transfered the money, so i only use it if it is mandatory unless its better to go to the bank, so it still doesn't solve the problem not to go to the bank, i am sure it have some systematic errors",1,2022-03-01,CBE,Google Play
Fast&relaible!,5,2022-03-01,CBE,Google Play
Stops working while u want to use most of the tíme. Please fix the bugs.,4,2022-02-28,CBE,Google Play
I don't see any options for outside of the country users.,5,2022-02-27,CBE,Google Play
ሁሉንም አገልግሎችን በተቀላጠፈና በአመቺ ሁኔታ ለማግኘት የሚያስችል መተግበሪያ ነው።,5,2022-02-27,CBE,Google Play
Well organized apo,5,2022-02-27,CBE,Google Play
ብዙም ፈጣን አደለም ያስበላል ፍጥነቱ ያናደኛል በጣም.... እና ቢስተካከል መልካም ነዉ,3,2022-02-26,CBE,Google Play
I love it. I can make easy transaction.,4,2022-02-26,CBE,Google Play
wonderful.,5,2022-02-26,CBE,Google Play
በጣም አዛ App,1,2022-02-26,CBE,Google Play
This app is very easy to use and I interest it,5,2022-02-26,CBE,Google Play
Good Application,5,2022-02-26,CBE,Google Play
Can't use the application since two weeks. I am outside Ethiopia but not able to transact. It is a disaster,2,2022-02-25,CBE,Google Play
The only best app from cbe's tech,5,2022-02-25,CBE,Google Play
best work,5,2022-02-24,CBE,Google Play
excelent App,5,2022-02-24,CBE,Google Play
Upgrade it,4,2022-02-24,CBE,Google Play
Good luck,5,2022-02-23,CBE,Google Play
It doesn't show me my number as well as my amount its always loading and its never stop that.,1,2022-02-23,CBE,Google Play
This app doesn't work on my Samsung J6.,1,2022-02-23,CBE,Google Play
Thanks for the update as it eradicates several errors but my concern is that I couldn't download or send the transaction detail after a transfer/yransaction is made.,4,2022-02-23,CBE,Google Play
Scheme of further security is no doubt good,2,2022-02-22,CBE,Google Play
Awesome app,4,2022-02-21,CBE,Google Play
Very interesting application,5,2022-02-20,CBE,Google Play
Very bad application which can not working properly.,1,2022-02-20,CBE,Google Play
Great App.,5,2022-02-19,CBE,Google Play
Giddugaleessatti bareedadha,3,2022-02-19,CBE,Google Play
The best app 👌 I love it easy to use,5,2022-02-18,CBE,Google Play
Not working regularly,3,2022-02-18,CBE,Google Play
After i update it's very slow and not working good,2,2022-02-18,CBE,Google Play
Failed to use mobile banking,5,2022-02-18,CBE,Google Play
Taks,1,2022-02-18,CBE,Google Play
Its good. I like it,4,2022-02-17,CBE,Google Play
Can't refresh and display balance even. No proper updates maintainance. Update fail many times. Too much lag,1,2022-02-16,CBE,Google Play
👏👏👏👌👏👏,5,2022-02-16,CBE,Google Play
Normal,4,2022-02-16,CBE,Google Play
Very satisfying app,5,2022-02-16,CBE,Google Play
App says phone is rooted while it's actually not after the update. Devs please fix this issue,1,2022-02-16,CBE,Google Play
The best way,5,2022-02-16,CBE,Google Play
Excellent👏👏👏⚫️🔴⚪️,5,2022-02-15,CBE,Google Play
It's just very exlent apo,3,2022-02-15,CBE,Google Play
Very amazing app,5,2022-02-15,CBE,Google Play
Always....busy Cant sync is common problem,5,2022-02-15,CBE,Google Play
Such a nice,5,2022-02-15,CBE,Google Play
App not down load why,1,2022-02-15,CBE,Google Play
I have use for every purpose. It save me time and the app is a pocket money for me.,5,2022-02-15,CBE,Google Play
Hi Cbe the updeted app is still not instoled becouse app problem...,1,2022-02-15,CBE,Google Play
"This update amezed me , its possible to send money across different banks wow . thanks",5,2022-02-15,CBE,Google Play
It shows Sinc finished but no Money figures shown on the page. I coudn't see or use the money i have in the Bank.,4,2022-02-15,CBE,Google Play
it is very fast and simple to use.,5,2022-02-14,CBE,Google Play
remarkable improvement,5,2022-02-14,CBE,Google Play
The last one week the App is not working even after updating not working please give some solution,1,2022-02-14,CBE,Google Play
"Everything is perfect, but the transfer history must show the account owner(sender or the receiver)",5,2022-02-14,CBE,Google Play
Once you update this application it will stop working even the staff at cbe branch can't fix it.,1,2022-02-14,CBE,Google Play
Very a good,5,2022-02-14,CBE,Google Play
Not good enough for transfer funds to hellocash or rays microfinance.,5,2022-02-14,CBE,Google Play
The app is very helpful,4,2022-02-14,CBE,Google Play
Very 🤞 apps,1,2022-02-14,CBE,Google Play
Thank you for everything,3,2022-02-14,CBE,Google Play
"Wow it is really easier way to communicate business men , even it is more than Front CBE servant.",4,2022-02-14,CBE,Google Play
good but sometimes system is sometimes hard,3,2022-02-14,CBE,Google Play
It is not working still now,1,2022-02-13,CBE,Google Play
By my self it is very nice i hope you will add another options!!,4,2022-02-13,CBE,Google Play
"I have a lot of experience ,some of them are:- 1. Being a teacher, 2. Being member of Air Force , 3. Being Sport coach",5,2022-02-13,CBE,Google Play
App kana jaaladhe,1,2022-02-13,CBE,Google Play
Easy & Perfect app,5,2022-02-13,CBE,Google Play
Have nice!!!,5,2022-02-13,CBE,Google Play
very funtestic,5,2022-02-13,CBE,Google Play
ጊዜችንን በአግበቡ ለመጠቀም ምርጥ የሆና አፕ,5,2022-02-13,CBE,Google Play
"Wow, its easy to use",5,2022-02-13,CBE,Google Play
I love this app!!,5,2022-02-13,CBE,Google Play
The problem that I have seen is some of the branches specially out of Addis Ababa doesn't have a know how about this application to authenticate it,4,2022-02-13,CBE,Google Play
This app is very useful,3,2022-02-13,CBE,Google Play
The app is good but it needs some improvment. It is better to enable two accounts within one mobile to work with in a single app by switching out.,3,2022-02-13,CBE,Google Play
It's recommended to use this any other banking system,5,2022-02-13,CBE,Google Play
"this a wonderful app, use it and it will help u a lot.",5,2022-02-13,CBE,Google Play
Good. Keep it up!,4,2022-02-13,CBE,Google Play
"Good app. Can you add option to print or save ""Recent Transaction page"".",5,2022-02-13,CBE,Google Play
It is good App I like fast,4,2022-02-12,CBE,Google Play
Very simple and satisfying app,5,2022-02-12,CBE,Google Play
Good app but not fast,4,2022-02-12,CBE,Google Play
Save money,5,2022-02-12,CBE,Google Play
"Excellent application. 1. It lacks currency exchange rate. 2. It says ""error"" but transfer the birr which biase customers. Please solve the above issues.",4,2022-02-12,CBE,Google Play
ምርጥ,5,2022-02-12,CBE,Google Play
Easy time saver and reliable for modern life !!,5,2022-02-12,CBE,Google Play
The one leads the ethiopian economy is commercial bank of Ethiopia am very satisfied with this service and customer let be customers I invest in,5,2022-02-12,CBE,Google Play
Not working properly. Can not synchronized the current status,1,2022-02-12,CBE,Google Play
I used to do everything with it but now it says can't sync. I can not do anything with it now. I'm having difficulties. Please try to fix it,1,2022-02-12,CBE,Google Play
Very nice!!!!!!!!!!!!!!!!!,5,2022-02-12,CBE,Google Play
Fast and easy to use,5,2022-02-12,CBE,Google Play
"It worked fine until I have received an SMS with a link to update the app, it directs me to play store having Open and uninstall options which when I choose open kept bringing me back to the interface of the app I already have.",1,2022-02-12,CBE,Google Play
Sometimes there is a problem of synchronization.,4,2022-02-12,CBE,Google Play
It's good to have this app for easy use,5,2022-02-12,CBE,Google Play
Simple and friendly,5,2022-02-12,CBE,Google Play
Greatest one ever I never see before,5,2022-02-12,CBE,Google Play
I like it 👍,5,2022-02-12,CBE,Google Play
Nice and easy app,5,2022-02-12,CBE,Google Play
It's just good and secured application,5,2022-02-12,CBE,Google Play
Awo,4,2022-02-12,CBE,Google Play
need to be improved,3,2022-02-12,CBE,Google Play
"Very good application. However, recently, it is not working properly. Refusing to transfer money to telebirr and other accounts.",5,2022-02-12,CBE,Google Play
