review,rating,date,bank,source,vader_compound,vader_label
The app always stuck when i go to recent transactions,1,2022-12-15,CBE,Google Play,-0.25,neg
Updated,5,2022-12-15,CBE,Google Play,0.0,neu
"Since I started using this app it. Really helped me a lot. The CBE started some years ago and it is good progress, other foreign banks has money years experience and and the technology is theirs. Yes some inconvenience can occur the bank have to simplify it fast. Keep on going!!!",4,2022-12-15,CBE,Google Play,0.7767,pos
i apritate your CBE application,5,2022-12-15,CBE,Google Play,0.0,neu
Mine,5,2022-12-14,CBE,Google Play,0.0,neu
"Most of the time 'no sync available'. Been trying to transfer all day,with no luck. Very bad app",1,2022-12-14,CBE,Google Play,-0.7409,neg
Nice and excellent,5,2022-12-13,CBE,Google Play,0.7579,pos
Transfer checking balance utility service,5,2022-12-13,CBE,Google Play,0.0,neu
"I love this app, it is easy to use and makes my life easier. Sometimes it says time out but sends money and sends agin. To send for other banks it is almost difficult and for other telbirr customers not totally possible yet. If these issues solved, the app is supper 5 star.",5,2022-12-12,CBE,Google Play,0.6474,pos
It's okay not bad,3,2022-12-12,CBE,Google Play,0.5789,pos
It is bad app Always stack,1,2022-12-12,CBE,Google Play,-0.5423,neg
Wow good app.....easy to use.....,5,2022-12-12,CBE,Google Play,0.7717,pos
Very nice to used online,5,2022-12-12,CBE,Google Play,0.4754,pos
To use mobile banking,5,2022-12-11,CBE,Google Play,0.0,neu
ካየኋቸው ሁሉ ምቹ እና ላጠቃቀም ቀላሉ ነው።,5,2022-12-10,CBE,Google Play,0.0,neu
Good and simpl for use,1,2022-12-10,CBE,Google Play,0.4404,pos
Thank you for your service......great app i am enjoying it.,5,2022-12-09,CBE,Google Play,0.7096,pos
Excellent and convenient service...Kudos CBE,5,2022-12-08,CBE,Google Play,0.5719,pos
It was good but there are some things missing like 1- can't get more than 10 transection so you add to get last 6 month transection.,3,2022-12-08,CBE,Google Play,0.34,pos
The best mobile banking app with an excellent user friendly interface. Bravo.,5,2022-12-07,CBE,Google Play,0.9022,pos
"I use a variety of mobile banking applications, but I really enjoy using CBE over those from other banks because it's quick and user-friendly. I greatly appreciate it.",5,2022-12-07,CBE,Google Play,0.8667,pos
Excellent app... never had any problem in using it. Very excellent job you are doing CBE. Get going!!!!,5,2022-12-07,CBE,Google Play,0.9026,pos
A bank you can always trust,5,2022-12-07,CBE,Google Play,0.5106,pos
This app is good but could not merge multiple CBE accounts and fails to download transaction reports after the late update. Why? I am using Samsung M12.,4,2022-12-07,CBE,Google Play,-0.4118,neg
Amazing application which is very easy to use? Keep going CBE,5,2022-12-06,CBE,Google Play,0.7902,pos
Fantastic and it is upto the expectation!,5,2022-12-05,CBE,Google Play,0.5983,pos
Excellent app.but while I am out of the app it redirect back to login page by it self,4,2022-12-05,CBE,Google Play,0.5719,pos
Some of the worst app made by a bank in order to login when changing phone you have to go to a bank manager and the manager always say something new to login you back to the app it's sad there making billions and cant handle to make a better app for it.,1,2022-12-05,CBE,Google Play,-0.6486,neg
"after I sent money, I couldn't get updated recent transaction.",1,2022-12-04,CBE,Google Play,0.0,neu
Col,5,2022-12-03,CBE,Google Play,0.0,neu
I lv this application,5,2022-12-02,CBE,Google Play,0.0,neu
It's great app thanks CBE. so mach easy to use and it's secure.,5,2022-12-02,CBE,Google Play,0.9114,pos
"It stacks in the recent option, can't download the transaction info.",1,2022-12-01,CBE,Google Play,0.0,neu
Best of the Best,5,2022-12-01,CBE,Google Play,0.8555,pos
ጥሩ ነው ግን በጣም ሃላ ቀር ነው ብዙ ነገር ይቀረዋል በደምብ አሻሸሉ,2,2022-12-01,CBE,Google Play,0.0,neu
Great Services it makes my work easy Thanks,5,2022-12-01,CBE,Google Play,0.872,pos
በጣምነው የወደድኩት,5,2022-11-29,CBE,Google Play,0.0,neu
Compatibility issue is resolved now but the app crash many times when asked to show current statements.,4,2022-11-28,CBE,Google Play,-0.4939,neg
please include alph password,4,2022-11-27,CBE,Google Play,0.3182,pos
"It's very good and joyful app, keep it the momentum",4,2022-11-26,CBE,Google Play,0.8104,pos
My apps can't save or share slip after trx completed,5,2022-11-25,CBE,Google Play,-0.5448,neg
Our Kings done great things like the legend Commercial Bank of Ethiopia,5,2022-11-25,CBE,Google Play,0.765,pos
It is Good but gove option to send Confirmation code by email if phone number is lost we can eash update on the website.,5,2022-11-25,CBE,Google Play,-0.1406,neg
Great job,5,2022-11-25,CBE,Google Play,0.6249,pos
Harmee,5,2022-11-24,CBE,Google Play,0.0,neu
Agec,5,2022-11-24,CBE,Google Play,0.0,neu
The late updates on my account after transfers that occurs sometimes is the only issue the rest of the app is excellent,4,2022-11-24,CBE,Google Play,0.5719,pos
It's very important even out of Ethiopian.,5,2022-11-24,CBE,Google Play,0.2716,pos
Fast and very latest!!!,5,2022-11-23,CBE,Google Play,0.0,neu
"I have got the application very useful, fast and simple to use. It is great app for self service but I had to go to branch office to activate it. Please try using OTP to activate the app",4,2022-11-23,CBE,Google Play,0.7647,pos
It is Simple and fast mobile banking app. I am really enjoining with it.,5,2022-11-23,CBE,Google Play,0.0,neu
"A wonderful app! Easy, reliable, secure and fast!",5,2022-11-22,CBE,Google Play,0.8619,pos
It is good but some issues like -It only allows for own telebir account transfer what about for the others telebir accouts ? If possible please include for the others -please merge CBE banking app with CBE birr app like Awash birr,3,2022-11-20,CBE,Google Play,0.9239,pos
Betam baset,5,2022-11-19,CBE,Google Play,0.0,neu
A great app that makes life easy.,5,2022-11-18,CBE,Google Play,0.7906,pos
"Good,inshaalluah",3,2022-11-17,CBE,Google Play,0.0,neu
Very Good y,5,2022-11-17,CBE,Google Play,0.4927,pos
"the App is one of the BEST things to have in Ethiopia but one of major problems is shows incorrect statements and incorrect available balance, merchants and supermarkets doesn't deduct right away 😑 deductible may come after weeks or month, once u already forgot about it and so many things to work on. please take it seriously Thanks 😊",3,2022-11-16,CBE,Google Play,0.914,pos
Ibsa abdi nure Ethiopia dire dawa,4,2022-11-16,CBE,Google Play,-0.4588,neg
De ab,5,2022-11-15,CBE,Google Play,0.0,neu
Great👍👍👍👍,5,2022-11-14,CBE,Google Play,0.6249,pos
CBE App is Excellent.,5,2022-11-14,CBE,Google Play,0.5719,pos
I like it more,5,2022-11-13,CBE,Google Play,0.3612,pos
"While Travelling, I couldn't transfer money from my account to another. I had to delete❌ the app and re install and then wait until they give me authorization code.... too complicated.",1,2022-11-13,CBE,Google Play,0.0,neu
I have list of beneficiaries registered but can not transfer to them. It is throwing 'None available' message.,3,2022-11-11,CBE,Google Play,0.2263,pos
It was working fine till recently. It suddenly stopped showing me the balance on the front page and all service features are not working. Hope it gets fixed soon.,4,2022-11-10,CBE,Google Play,-0.3624,neg
It's great,5,2022-11-09,CBE,Google Play,0.6249,pos
Good Application 👍 ✅️,3,2022-11-09,CBE,Google Play,0.4404,pos
IT is good,3,2022-11-08,CBE,Google Play,0.4404,pos
Good application fast,5,2022-11-07,CBE,Google Play,0.4404,pos
Verygood app,5,2022-11-07,CBE,Google Play,0.0,neu
I have been using this app for the past 2 years and I never had faced this kind of problem The problem is when you want to transfer it always says error or account pending then you think it didn't work unfortunately when you check your balance again it's already deducted,1,2022-11-04,CBE,Google Play,-0.7233,neg
"The worst experience ever, It sends money while showing an error. Such incompetence from a company of this size!",1,2022-11-04,CBE,Google Play,-0.8858,neg
I dont recommend this app Because when you make transfer or any transaction you dont get digtal resipt even if the transaction is done if you fix this the app is good enough,1,2022-11-04,CBE,Google Play,0.1999,pos
Solve sync pb,4,2022-11-04,CBE,Google Play,0.2023,pos
Very late the only app is never seen in my life,1,2022-11-03,CBE,Google Play,0.0,neu
በጣም ጥሩ ነው አዳዲስ አገልግሎቶች ቢጨመሩበት ደግሞ መልካም ነው,5,2022-11-02,CBE,Google Play,0.0,neu
Clear and easy to use,5,2022-11-02,CBE,Google Play,0.6705,pos
So amazing ap !!!!,5,2022-11-02,CBE,Google Play,0.74,pos
"As a financial app, the app should be more sensetive for any action. When i do some transaction, it shows error message. But the transaction already done at the back. If you see error messages, it may not be error. Automatically stop doing any action see your balance and wait for your sms.",1,2022-11-01,CBE,Google Play,-0.65,neg
No problem so far,5,2022-11-01,CBE,Google Play,0.3089,pos
"It's very extraordinary app, the user interface is soo awesome, most importantly it's very user friendly. In terms of speed and services its unbelievably fast and flexible. I really appreciate the crews who've been working behind the scene to make this wonderful job alive. Well done !",5,2022-10-31,CBE,Google Play,0.9741,pos
በጣም አሪፍ ነው,5,2022-10-31,CBE,Google Play,0.0,neu
You should integrate hijra & ZamZam bank in the other banks,5,2022-10-31,CBE,Google Play,0.0,neu
No commente keep working 👍,5,2022-10-27,CBE,Google Play,-0.296,neg
Sumalaw,4,2022-10-26,CBE,Google Play,0.0,neu
Best ever,5,2022-10-24,CBE,Google Play,0.6369,pos
Easy and time consuming,1,2022-10-24,CBE,Google Play,0.4404,pos
We need access any where in the world keeps up my Ethiopian banking services,5,2022-10-24,CBE,Google Play,0.0,neu
Wow very good,5,2022-10-23,CBE,Google Play,0.7902,pos
It’s really good apps and keep up a good work. Thank you.,5,2022-10-23,CBE,Google Play,0.8221,pos
Lot of things missing and doesn't update quickly,2,2022-10-23,CBE,Google Play,-0.296,neg
Its good but Sometimes it doesn't show me my full transaction and lately we haven't been able to transfer anything,4,2022-10-22,CBE,Google Play,0.2382,pos
Is not showing my account details,1,2022-10-22,CBE,Google Play,0.0,neu
3 years,3,2022-10-21,CBE,Google Play,0.0,neu
You improved the service of this app much better.,5,2022-10-20,CBE,Google Play,0.7184,pos
Reliable!,4,2022-10-19,CBE,Google Play,0.0,neu
"We need the previous Version. This one doesn't work, specially while you are in recents and tries to scroll down. Its just rubbish. YOU BETTER SOLVE IT, OR I will transfer to AWASH.",1,2022-10-19,CBE,Google Play,0.7324,pos
"I have seen lots of issues on this app one of them is you can't use them in multiple device and you have to go to the place you opened your account in order to get mobile banking even if you change you device you have to go to the branch to activate it, why can't you just make it easy like the others banking system in Ethiopia. You should learn from abbisinia and dashen to be honest",1,2022-10-18,CBE,Google Play,0.8271,pos
With this app i can not share or download transaction data after pay or transfer,3,2022-10-18,CBE,Google Play,-0.3156,neg
Good too,4,2022-10-17,CBE,Google Play,0.4404,pos
Best app in Ethiopia banking,5,2022-10-16,CBE,Google Play,0.6369,pos
Simple and easy to use.,4,2022-10-14,CBE,Google Play,0.4404,pos
Nice to me and,5,2022-10-11,CBE,Google Play,0.4215,pos
"Better if we can have an option to save other bank accounts, like we save beneficiaries having CBE accounts. Let's have an option to add beneficiaries with other bank accounts.",4,2022-10-11,CBE,Google Play,0.9468,pos
"Please add ""Account Statement"" menu starting from date of account opened, instead of recent transactions.",5,2022-10-10,CBE,Google Play,0.3182,pos
Poor app don't use it,1,2022-10-10,CBE,Google Play,-0.4767,neg
Why there is no ussd service for mobile banking.,2,2022-10-08,CBE,Google Play,-0.296,neg
"It's good, and helped me alot",5,2022-10-07,CBE,Google Play,0.4404,pos
I really like this app,5,2022-10-07,CBE,Google Play,0.4201,pos
Its ok!!!,5,2022-10-07,CBE,Google Play,0.0,neu
It's easy to use except it sometimes stack to respond.,4,2022-10-07,CBE,Google Play,0.4404,pos
Good think,5,2022-10-06,CBE,Google Play,0.4404,pos
።።፥።ጵልልች ፦።ል፣ሎክልልዝጥ,5,2022-10-06,CBE,Google Play,0.0,neu
Very good Very good,1,2022-10-06,CBE,Google Play,0.7684,pos
Best app i love it,5,2022-10-06,CBE,Google Play,0.8555,pos
"Most of the time, in the 'Recents' button the app becomes stuck and doesn't show up details of transactions and doesn't even scroll down; should be solved. Second, the app doesn't save the last pop-up screen when a transaction is complete. Third, there is no telebirr transfer to other person option and the app by default lets you to only own telebirr transfer.",4,2022-10-06,CBE,Google Play,-0.5759,neg
My phone said after intalling the app the this divice is rooted you can't use this app how can fix it,4,2022-10-04,CBE,Google Play,0.0,neu
addisneda,5,2022-10-04,CBE,Google Play,0.0,neu
Hell cool,4,2022-10-04,CBE,Google Play,-0.5106,neg
"This is an easy to use app; I wish it could include time of transaction, in addition to the date on the reports",4,2022-10-04,CBE,Google Play,0.6808,pos
Its fast and reliable to use. I really liked it.,5,2022-10-04,CBE,Google Play,0.4754,pos
Commercial,5,2022-10-03,CBE,Google Play,0.0,neu
"Every thing is good and functional , but the password length is too short and it is also receive only 4 numbers. I wish if the password field receives string",5,2022-10-02,CBE,Google Play,0.6705,pos
Your app is very simple to use. But please add search option so that we can easily find our transaction done with an account number.,5,2022-10-01,CBE,Google Play,0.7579,pos
Best app for ethio,5,2022-10-01,CBE,Google Play,0.6369,pos
It is not synchronizing. It was working nicely for me but now not updating my balance. Talked to the bankers but failed to solve it.,3,2022-10-01,CBE,Google Play,-0.3182,neg
its good only where mobile data and wifi avelible areas,3,2022-10-01,CBE,Google Play,0.4404,pos
Very good!,5,2022-09-30,CBE,Google Play,0.54,pos
U are the best as always,5,2022-09-30,CBE,Google Play,0.6369,pos
Super fast app good work,3,2022-09-30,CBE,Google Play,0.7783,pos
በጣም አሪፍ App ነው ከባንክ ሰልፍ እና ብር ተሸክሞ ከመዞር ገላግሎኛል ።,5,2022-09-29,CBE,Google Play,0.0,neu
When I started using the app for the first time I like it. But through time it started annoying me😠 Because it doesn't update the transaction history immediately. I remember one day I transferred 17000 to another account but I can't took screenshots of transportation history. It says repository........! It needs urgent system maintenance ‼️,4,2022-09-28,CBE,Google Play,-0.7463,neg
Fantastic apps,5,2022-09-24,CBE,Google Play,0.5574,pos
ORO,5,2022-09-24,CBE,Google Play,0.0,neu
Nice and smooth,5,2022-09-24,CBE,Google Play,0.4215,pos
Unexpectedly non functional .impossible to perform tasks. Shat shall i do??,5,2022-09-22,CBE,Google Play,0.0,neu
Intetesting Application for Banking. I use it since 2020.,5,2022-09-21,CBE,Google Play,0.0,neu
Very poor,1,2022-09-20,CBE,Google Play,-0.5256,neg
"Best and easy application wich i like too. But try to incorporate d/t languages .e.g Afan oromo, somale, etc. to make more easier and convince for these who do not know english and amharic. Just like cbe birr.",5,2022-09-17,CBE,Google Play,0.9391,pos
"It is a good and progressive app through the updates. I think the app should further solve its bugs like 1. It doesn't download or share attachment on android 12 and 11, it used to work on android 10. 2. Sometimes transactions seem like they have failed and there are no records, but the transactions actually have passed this is a very serious issue, because people will try the transaction again which will end up doubling the payment.",4,2022-09-15,CBE,Google Play,0.0942,pos
Its good. But recently i have been having some problems. The app is transferring my money for a second time after i do. It shows the first transfer has failed and i usually do it again. Then after it shows that i have made two transfers. Could you fix this. Thank you,3,2022-09-15,CBE,Google Play,-0.5002,neg
Good application is nice to same time and effort,5,2022-09-14,CBE,Google Play,0.6908,pos
It's cool app actually but it didn't accept transfer reasons more than once,5,2022-09-14,CBE,Google Play,-0.2792,neg
tha kse,1,2022-09-10,CBE,Google Play,0.0,neu
በጣም ምቹ መተግበሪያ ነው,5,2022-09-10,CBE,Google Play,0.0,neu
"Best in every thing but we can't trarnsfer to other banks with RTGS it costs us 50 cent per 100 birr which means 500 birr for 100,000 birr it's not fair to cost us this much. Even Abyssinia bank has RTGS which only cost 25 birr to transfer as much as we want. So, pls update ur system",2,2022-09-10,CBE,Google Play,0.2633,pos
"Nice,easy and saving time. Its the best app",5,2022-09-10,CBE,Google Play,0.6369,pos
Good so far. Much better than other bank apps.,5,2022-09-09,CBE,Google Play,0.7239,pos
Poor,1,2022-09-09,CBE,Google Play,-0.4767,neg
"It says your device is rooted ,i cannot access this app with my device Which is samsung A21s",1,2022-09-09,CBE,Google Play,0.0,neu
"Best and easy app for use than any other local bank's mobile banking system. But the system doesn't show recent transaction some times, though the transaction has done. Better to do on this and other upgrading facilities.",5,2022-09-08,CBE,Google Play,0.8126,pos
Exlent app..,2,2022-09-08,CBE,Google Play,0.0,neu
It's the most simple and yet most effective app in Ethiopia. I'm really enjoying the usability of the app.,5,2022-09-06,CBE,Google Play,0.7956,pos
Ft birr metenu bishashal arid new,5,2022-09-05,CBE,Google Play,0.0,neu
"It is a good app, but when there is no readymade bill for payment, it doesn't tell anything, just say continue. It will be nice if it tells us, the bill is not yet ready for payment.",4,2022-09-05,CBE,Google Play,0.0477,neu
Very cool and best app. Keep up the good work.,5,2022-09-05,CBE,Google Play,0.8737,pos
There is a problem with the app after the new update I can't share the transaction,3,2022-09-04,CBE,Google Play,-0.5556,neg
This up is very good only problem is no access of seeing your balance Otherwise it is very easy to you use and its so fast just work on that above mentioned Stay blessed 🙏🙏🙏❤️,5,2022-09-03,CBE,Google Play,0.7288,pos
Miftahi,5,2022-09-01,CBE,Google Play,0.0,neu
It is good but the transaction statement couldn't be shared or downloaded.,4,2022-09-01,CBE,Google Play,-0.1541,neg
Very good app. But include money transfer from oneself account to others telebirr,5,2022-08-31,CBE,Google Play,0.2724,pos
Wowww this app is good,5,2022-08-30,CBE,Google Play,0.4404,pos
commersal BANK,5,2022-08-29,CBE,Google Play,0.0,neu
It's the chooser,5,2022-08-29,CBE,Google Play,0.0,neu
"Great Experience 👍 but there is o e thing that highly bother me *the password to login every time you open the app 😒 it ask you a pin instead what I say you can make it to be a fingerprint, because putting password continously so frustrating and also not secure as somebody can see our pin Thank you 😊",4,2022-08-29,CBE,Google Play,0.3807,pos
The time it takes for the customer service to solve issues is very impressively bad,1,2022-08-28,CBE,Google Play,0.081,pos
Amazing app it's easy to use,5,2022-08-28,CBE,Google Play,0.7717,pos
To speak frankly the app is good but it is too slow,1,2022-08-27,CBE,Google Play,0.2382,pos
Cool and functional,5,2022-08-26,CBE,Google Play,0.3182,pos
"The app is unresponsive the time when the fragments are attached. It is just like shivering. Still, I can't download the transaction history instead it just toasted me can't save. Please consider all this things. But I would recommed you to use a tab layout. This is because, consider I am using latest Samsung 🤔 device, how do you think that your app is running on other damn devices like techno and itel ? It is horrible.",3,2022-08-26,CBE,Google Play,-0.7646,neg
Please add the feature used to get reset that will be printed as document after payment done via this app rather the customers uses screen shot.,5,2022-08-26,CBE,Google Play,0.3182,pos
Really it is very important and time saving to make transaction trade benefecieries,5,2022-08-25,CBE,Google Play,0.2716,pos
Can't download or share transaction summary.,2,2022-08-23,CBE,Google Play,-0.2235,neg
The app can't sync and functioning at all.,1,2022-08-23,CBE,Google Play,0.0,neu
Owww it is very apk,5,2022-08-22,CBE,Google Play,0.0,neu
For Easy life,5,2022-08-21,CBE,Google Play,0.4404,pos
The problem of this application is ፥ during transfer /tranzaction/pending or dliance problem that means the ricivers can't see the tranzaction at real time,1,2022-08-20,CBE,Google Play,-0.6597,neg
Best apk,5,2022-08-18,CBE,Google Play,0.6369,pos
Good but you must improve it,5,2022-08-17,CBE,Google Play,0.7003,pos
Goodapps.,5,2022-08-15,CBE,Google Play,0.0,neu
A wonderful Efficient n reliable app!,5,2022-08-14,CBE,Google Play,0.7777,pos
Yyyeee,5,2022-08-14,CBE,Google Play,0.0,neu
Nic,5,2022-08-14,CBE,Google Play,0.0,neu
I was used it is good app.,5,2022-08-12,CBE,Google Play,0.4404,pos
Amaz?ng,5,2022-08-12,CBE,Google Play,0.0,neu
Good app but when i want to tranfer to other banks there is ZEMZEM BANK and HIJRA BENK . add these banks.,3,2022-08-11,CBE,Google Play,0.34,pos
i want to exercise the appl.,4,2022-08-11,CBE,Google Play,0.0772,pos
Find it so good and helpful but can't download attachment,5,2022-08-10,CBE,Google Play,0.2664,pos
Downloading,5,2022-08-10,CBE,Google Play,0.0,neu
User friendly app. New of the kind in Ethio,5,2022-08-09,CBE,Google Play,0.765,pos
This app is simple for uses,3,2022-08-09,CBE,Google Play,0.0,neu
Iam very admired,5,2022-08-07,CBE,Google Play,0.5563,pos
The application is best based on the online banking system. But sometimes it shows previous balance when logging in and it confuses after making transaction,5,2022-08-07,CBE,Google Play,-0.09,neg
Its have some bugs when iam close the app its redirected to open the ap pls fix it,3,2022-08-07,CBE,Google Play,0.0772,pos
It's wonderful app Tanks befor.,5,2022-08-05,CBE,Google Play,0.5719,pos
This one of the best app for my money 😜,5,2022-08-05,CBE,Google Play,0.6369,pos
Super confused app,1,2022-08-05,CBE,Google Play,0.3818,pos
"Great app, it made my daily transactions very easy happy to have it. Kudos!",5,2022-08-04,CBE,Google Play,0.9419,pos
One of the best apps ever created. Its very beneficial I like it more,5,2022-08-04,CBE,Google Play,0.9033,pos
"Best app to transfer money ,, Very fast & update itself immediately",5,2022-08-03,CBE,Google Play,0.6369,pos
That is good,5,2022-08-03,CBE,Google Play,0.4404,pos
It very amazing app,4,2022-08-02,CBE,Google Play,0.624,pos
Easy to use and accessable from anywhere in the world 🌎,5,2022-07-31,CBE,Google Play,0.4404,pos
amezing app,3,2022-07-31,CBE,Google Play,0.0,neu
Its nice app. If its possible please try to add standing order option. We need it just to contribute small money in monthly basis for people in need or for spiritual things.,5,2022-07-29,CBE,Google Play,0.6249,pos
Am satisfied with this app,1,2022-07-27,CBE,Google Play,0.4215,pos
Ayesarem,5,2022-07-26,CBE,Google Play,0.0,neu
"It's good app, couse of shawing the debit & credit amount on time it's sometimes late if not I could have given it 5 star.",4,2022-07-25,CBE,Google Play,0.6705,pos
Saving money my account bank and my phone number,5,2022-07-24,CBE,Google Play,0.0772,pos
Really good app,5,2022-07-24,CBE,Google Play,0.4927,pos
ajvj,5,2022-07-23,CBE,Google Play,0.0,neu
Why it stucks?i cant see my balance and accunt nuber site,5,2022-07-22,CBE,Google Play,0.0,neu
Very poor and slow.,1,2022-07-21,CBE,Google Play,-0.5256,neg
It was best app but after updating it doesn't synchronize easily it respond null and become worest app,1,2022-07-17,CBE,Google Play,0.0119,neu
So much easy but please add CBE birr into the program.,5,2022-07-16,CBE,Google Play,0.6173,pos
Good servic,5,2022-07-16,CBE,Google Play,0.4404,pos
It is awesome,4,2022-07-15,CBE,Google Play,0.6249,pos
Good but needs further features!,3,2022-07-14,CBE,Google Play,0.3054,pos
really good app but sometimes doublicates the transaction.,4,2022-07-12,CBE,Google Play,0.2724,pos
I like it it's very nice app,3,2022-07-12,CBE,Google Play,0.6801,pos
Really great app!!!,5,2022-07-11,CBE,Google Play,0.7406,pos
Eshi,5,2022-07-11,CBE,Google Play,0.0,neu
Love it,5,2022-07-09,CBE,Google Play,0.6369,pos
user always,5,2022-07-09,CBE,Google Play,0.0,neu
Its very important this app,5,2022-07-08,CBE,Google Play,0.2716,pos
Can't see transaction detail on android 5.0,3,2022-07-07,CBE,Google Play,0.0,neu
The Best banking app I have ever seen in Ethiopian banking industry.,5,2022-07-06,CBE,Google Play,0.6369,pos
Best banking app,5,2022-07-05,CBE,Google Play,0.6369,pos
I love the application,5,2022-07-04,CBE,Google Play,0.6369,pos
The most intersting app service that is easy to use and operate. Excellent service.,5,2022-07-04,CBE,Google Play,0.765,pos
"So far, it was so good. However, I am very worried since the application is so difficult to update.",5,2022-07-04,CBE,Google Play,-0.2484,neg
This app is very nice and easy to use! It better to have a small size,4,2022-07-04,CBE,Google Play,0.8573,pos
Faster banking with cbe,5,2022-07-03,CBE,Google Play,0.0,neu
I can't retrieve statements from the mobile app,1,2022-07-03,CBE,Google Play,0.0,neu
Perfakte,5,2022-07-02,CBE,Google Play,0.0,neu
Perfect app i love it,5,2022-07-02,CBE,Google Play,0.836,pos
The app notification code it's not link phone or email this means if you change phone you can't access your account easily,2,2022-07-02,CBE,Google Play,0.34,pos
Where does it store the downoaded transaction detail png?,3,2022-07-01,CBE,Google Play,0.0,neu
CBE customer for more than 14 years,5,2022-07-01,CBE,Google Play,0.0,neu
It is good but not update quickly,4,2022-07-01,CBE,Google Play,0.2382,pos
Most of the times I receive text of my balance the next day.,2,2022-06-30,CBE,Google Play,0.0,neu
Fast and secure banking app I've ever seen,5,2022-06-30,CBE,Google Play,0.34,pos
V good app,5,2022-06-28,CBE,Google Play,0.4404,pos
All,1,2022-06-27,CBE,Google Play,0.0,neu
I couldn't using this appa my phone if you fixing problem of apps Thank you,5,2022-06-27,CBE,Google Play,-0.0516,neg
"it has low security system, it require too much space it dose not diserve",2,2022-06-27,CBE,Google Play,0.0772,pos
Very good APP,5,2022-06-27,CBE,Google Play,0.4927,pos
Nice.,5,2022-06-26,CBE,Google Play,0.4215,pos
Very easy and clear to use.,5,2022-06-26,CBE,Google Play,0.7233,pos
Fantastic!,5,2022-06-26,CBE,Google Play,0.5983,pos
I am Orthodox Christian but why on earth you think only Muslims use interest free accounts. Shame on you,1,2022-06-26,CBE,Google Play,0.6486,pos
It's cool even though it takes a thousand years to update.,4,2022-06-25,CBE,Google Play,0.3182,pos
"Broadly speaking, it is good app. But recently I have noticed a problem when trying to see the recent transactions it becomes very slow and sluggish even closes and also have seen this on my friends' phone. So, this should be corrected asap and speed should be core feature",4,2022-06-25,CBE,Google Play,-0.339,neg
አሪፍ አፕ,5,2022-06-22,CBE,Google Play,0.0,neu
Very poor can not updated!,1,2022-06-21,CBE,Google Play,-0.5697,neg
"Its not updating properly ,not working",1,2022-06-21,CBE,Google Play,0.0,neu
I love this app,5,2022-06-21,CBE,Google Play,0.6369,pos
It says none available,3,2022-06-20,CBE,Google Play,0.0,neu
"I cann't speak a word. without emotion It is a nice app,keep it up by updating",5,2022-06-20,CBE,Google Play,0.4215,pos
Nice app proudly made in 🇪🇹ETHIOPIA,5,2022-06-20,CBE,Google Play,0.7506,pos
Up date ስለው አይከፍትም,5,2022-06-20,CBE,Google Play,0.0,neu
It is easy to operat & issential app. I'm using still.,5,2022-06-19,CBE,Google Play,0.4404,pos
The App is highly secured one and easy to use.,5,2022-06-19,CBE,Google Play,0.7089,pos
The app. Is very efficient though delay in bank to bank transfer service is witnessed.,5,2022-06-19,CBE,Google Play,0.1354,pos
I love last update 🌹,5,2022-06-19,CBE,Google Play,0.6369,pos
Very reliable,5,2022-06-18,CBE,Google Play,0.0,neu
It is a great application with full of credibility.,5,2022-06-18,CBE,Google Play,0.6249,pos
Good app need some updates,5,2022-06-18,CBE,Google Play,0.4404,pos
Onli add monthly statement page list.,5,2022-06-18,CBE,Google Play,0.0,neu
I am satisfied with this app.,5,2022-06-18,CBE,Google Play,0.4215,pos
Better application that helps you to manage your account activities.,5,2022-06-17,CBE,Google Play,0.6705,pos
Very moderney,5,2022-06-17,CBE,Google Play,0.0,neu
Easy to use and save time I like it,3,2022-06-17,CBE,Google Play,0.8225,pos
Best of best,5,2022-06-16,CBE,Google Play,0.8555,pos
Busy,5,2022-06-15,CBE,Google Play,0.0,neu
This app makes my job easier.,5,2022-06-15,CBE,Google Play,0.4215,pos
Usefull and good apps,5,2022-06-15,CBE,Google Play,0.4404,pos
Simple&fast app.I like it.,5,2022-06-14,CBE,Google Play,0.3612,pos
I can't open it when I change phone horror!,2,2022-06-12,CBE,Google Play,-0.6114,neg
It is agood app rather than other bank apps in ethiopia but the transaction limit should be in greater,5,2022-06-11,CBE,Google Play,0.5023,pos
Amazing app thanks,5,2022-06-11,CBE,Google Play,0.7717,pos
Download,5,2022-06-11,CBE,Google Play,0.0,neu
This App.Better For any Person How Use Bank,5,2022-06-10,CBE,Google Play,0.0,neu
Really it is fast!,4,2022-06-09,CBE,Google Play,0.0,neu
Easy and simple...i like it,5,2022-06-09,CBE,Google Play,0.6597,pos
Why does it take a day for the app to show a recent withdraw and deposit,3,2022-06-08,CBE,Google Play,0.0,neu
Very very help me.,5,2022-06-08,CBE,Google Play,0.5059,pos
Bad service,1,2022-06-07,CBE,Google Play,-0.5423,neg
Amanuale haille,5,2022-06-07,CBE,Google Play,0.0,neu
Waw I am delighted with this app.,5,2022-06-06,CBE,Google Play,0.5106,pos
"Very productive app, i love this app.",5,2022-06-06,CBE,Google Play,0.6369,pos
Best app & latest.,5,2022-06-05,CBE,Google Play,0.6369,pos
Best App.I have used for many years.,5,2022-06-05,CBE,Google Play,0.6369,pos
Very very bad app so embarrassing,1,2022-06-05,CBE,Google Play,-0.7884,neg
Very good and easy to use app,1,2022-06-03,CBE,Google Play,0.7474,pos
